,姓名,性别,职称,医院,一级科室,二级科室,简介
194,章爱斌,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"治疗,肝胆胰,恶性肿瘤,结石,高压,门静脉,腹腔镜,深入"
195,耿磊,男,主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"肝脏,治疗,胆道,手术,胰腺,诊断,肿瘤,擅长"
196,杨富春,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"胆,机器人,出血,结石,梗阻性,sod,微创,上消化道"
197,凌琪,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"并发症,胆道,结石,术后,移植,外科,诊治,肝脏"
198,陈伟,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"胆道,门静脉,肝硬化,结石,肝移植,肝胆胰,微创,治疗"
199,阙日升,男,主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"诊治,疾病,领域,擅长,肝胆胰,恶性,建树,微创"
200,吴李鸣,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"诊治,结石,肝胆胰,胆囊结石,肿瘤,胰腺炎,综合,外科"
201,蒋建文,男,主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"胆道,普通外科,疑难病,包括,感染,肝胆,外科,肝移植"
202,高峰,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"肿瘤,微创,疾病,脾脏,外科,胰腺,治疗,胆囊"
203,王冀,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"结石,微创,综合,擅长,肝胆胰,胆系,治疗,恶性肿瘤"
204,刘原兴,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"肝胆胰,治疗,疾病,门脉,胰腺炎,胆石症,肿瘤,外科"
205,陈海勇,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"外科,治疗,擅长,危重症,肝胆胰,门静脉,高压,胆囊"
206,张匀,男,主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"肝癌,微创,胆囊癌,外科,胆管癌,疾病,胰腺癌,擅长"
207,徐小波,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"擅长,疾病,规范,诊治,结合,国际,肝胆胰,恶性"
208,邓俊芳,女,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"肝胆胰,诊断,腹腔镜,结石,外科,胆道,恶性肿瘤,脾良"
209,陈康杰,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"疾病,联合,ercp,外科手术,腹腔镜,擅长,肝胆胰,恶性"
210,李建辉,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"结石,门静脉,胆囊结石,胰腺炎,肝胆胰,十二指肠,恶性肿瘤,肝"
211,夏伟良,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"肝胆胰,诊断,腹腔镜,结石,外科,胆道,恶性肿瘤,脾良"
212,高顺良,男,主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科,"肝癌,微创,胆囊癌,外科,肝门,疾病,部,肝胆胰"
213,梁廷波,男,主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科、肝胰移植,"外科,疾病,肝,门脉,结石,肝脏,肝胆胰,治疗"
214,沈岩,男,主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科、肝胰移植,"临床,研究,基础,脾,门脉,肿瘤,肝硬化,胆道"
215,吴健,男,主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科、肝胰移植,"治疗,门脉,功能,胆囊结石,结石,普通外科,亢进,胰腺炎"
216,张珉,男,主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科、肝胰移植,"手术,肝脏,擅长,胆道,胰腺,腹腔镜,肿瘤,微创"
217,郑树森,男,主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科、肝胰移植,"外科,诊治,肿瘤,肝胆胰,器官移植"
218,徐骁,男,主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科、肝胰移植,"常见病,门静脉,领域,胰腺炎,肝移植,胆结石,外科,肝"
219,白雪莉,女,主任医师,浙江大学医学院附属第一医院,外科,肝胆胰外科、肝胰移植,"外科,肿瘤,疾病,结石,门脉,肝,微创,胆管癌"
220,徐三中,男,主任医师,浙江大学医学院附属第一医院,外科,骨科,"创伤,萎,周围神经,手麻肌,损伤,卡压,骨科,骨质疏松症"
221,王跃,男,主任医师,浙江大学医学院附属第一医院,外科,骨科,"腰椎间盘,颈肩痛,畸形,腰椎,退行性,脊柱,疾病,腰腿痛"
222,伍峻松,男,主任医师,浙江大学医学院附属第一医院,外科,骨科,"脊柱,治疗,创伤,退,损伤,变性,擅长,疾病"
223,楼险峰,男,主任医师,浙江大学医学院附属第一医院,外科,骨科,"创伤,脊柱,骨科,疾病"
224,陈中,男,主任医师,浙江大学医学院附属第一医院,外科,骨科,"治疗,脊柱,损伤,腰腿痛,脊髓,微创,骨折,周围神经"
225,林向进,男,主任医师,浙江大学医学院附属第一医院,外科,骨科,"基础,人工关节,临床"
226,凌志恒,男,主任医师,浙江大学医学院附属第一医院,外科,骨科,"疾病,临床,基础,脊柱,研究"
227,宫坚,男,副主任医师,浙江大学医学院附属第一医院,外科,骨科,"创伤,骨肿瘤,骨病,关节,治疗"
228,顾鹏程,男,副主任医师,浙江大学医学院附属第一医院,外科,骨科,"治疗,医学,关节,运动,创伤,擅长,疾病"
229,陈斌,男,副主任医师,浙江大学医学院附属第一医院,外科,骨科,"突出,脊柱,诊疗,肿瘤,腰椎间盘,下腰,颈椎病,方面"
230,张玉柱,男,副主任医师,浙江大学医学院附属第一医院,外科,骨科,"脊柱,四肢,创伤,外科"
231,赵凤朝,男,副主任医师,浙江大学医学院附属第一医院,外科,骨科,"关节,微创,置换,关节镜,保膝,髋及,保,擅长"
232,杜峻华,男,副主任医师,浙江大学医学院附属第一医院,外科,骨科,"肿瘤,脊椎,脊柱,人工,椎间盘,椎体,诊治,颈椎"
233,李喜功,男,副主任医师,浙江大学医学院附属第一医院,外科,骨科,"脊柱,治疗,腰椎间盘,突出,微创,损伤,脊髓,退行性"
234,王宣伟,男,副主任医师,浙江大学医学院附属第一医院,外科,骨科,"关节,疾病,脊柱,变性,退,擅长,骨质,创伤"
235,文治强,男,副主任医师,浙江大学医学院附属第一医院,外科,骨科,"脊柱,疑难病,创伤,常见病,骨肿瘤,诊治,骨,骨科"
236,金日龙,男,副主任医师,浙江大学医学院附属第一医院,外科,骨科,"医学,关节,关节镜,运动,外科"
237,杜靖宇,男,副主任医师,浙江大学医学院附属第一医院,外科,骨科,"疾病,足踝,退,脊柱,创伤,变性,擅长,诊治"
238,张微,女,主任医师,浙江大学医学院附属第一医院,外科,肝胰移植,"术后,肝硬化,诊治,终末期,随访,激素,肝炎,擅长"
239,屠振华,男,副主任医师,浙江大学医学院附属第一医院,外科,肝胰移植,"术后,肝,移植术,咨询,随访"
240,沈恬,女,副主任医师,浙江大学医学院附属第一医院,外科,肝胰移植,"终末期,并发症,肝病,术后,肝移植,擅长,诊治"
241,谢小军,男,主任医师,浙江大学医学院附属第一医院,外科,甲状腺诊治中心,"甲状腺,疾病,诊断,擅长,甲状旁腺,恶性,治疗"
242,黄钟英,女,主任医师,浙江大学医学院附属第一医院,外科,甲状腺诊治中心,"疾病,乳腺,诊治"
243,邬一军,男,主任医师,浙江大学医学院附属第一医院,外科,甲状腺诊治中心,"疾病,治疗,良性,恶性,规范化,诊断,手术,早期"
244,杨自力,男,副主任医师,浙江大学医学院附属第一医院,外科,甲状腺诊治中心,"手术,早期,诊断,规范化,微创,美容,甲状腺癌,治疗"
245,李甫强,男,副主任医师,浙江大学医学院附属第一医院,外科,甲状腺诊治中心,"甲状腺,外科,功能,原发性,继发性,诊疗,甲状旁腺,规范"
246,董帅,男,副主任医师,浙江大学医学院附属第一医院,外科,甲状腺诊治中心,"甲状腺,疾病,结节,减等,甲状腺癌,甲,甲亢,甲状腺炎"
247,王平,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"肿瘤,先天,小儿,泌尿系统,泌尿系,畸形"
248,蔡松良,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"泌尿外科,术,膀胱,手术,发生率,居高不下,损伤,临床"
249,金晓东,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"疾病,治疗,泌尿,生殖,系,肿瘤,男性,不孕"
250,刘犇,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"泌尿系,增生,肿瘤,前列腺,擅长,诊治"
251,孟宏舟,男,副主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"结石,微创,泌尿,肿瘤,泌尿系,处理"
252,沈月洪,女,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"手术,结石,微创,疾病,肾镜,肿瘤,畸形,梗阻"
253,方丹波,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"疾病,男性,泌尿外科,障碍,男科,性功能,手术,阴茎"
254,黄啸,男,副主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"膀胱,尿失禁,神经,过度,源性,间质性,膀胱炎,擅长"
255,沈柏华,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"诊治,治疗,肿瘤,男性,性功能,障碍,手术,泌尿系"
256,姜海,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"泌尿系统,手术,肿瘤,诊断,擅长,治疗"
257,王逸民,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"系统,前列腺,肿瘤,男科,结石,泌尿外科,疾病"
258,郑祥义,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"前列腺癌,诊断,早期,增生,前列腺炎,汽化,手术,剜"
259,夏丹,女,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"腹腔镜,前列腺癌,肾癌,机器人,畸形,膀胱,肾上腺,泌尿系"
260,汪朔,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"腔道,基础,技术,临床,泌尿外科,研究"
261,沈志坚,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"泌尿外科,手术,提高,成功率"
262,秦杰,男,副主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"肿瘤,微创,泌尿,泌尿系,外科手术"
263,汪超军,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"泌尿外科,动手,医疗,临床实践,微创,结石,肿瘤,主刀"
264,金百冶,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"治疗,肿瘤,手术,腹腔镜,前列腺癌,肾癌,泌尿系,达芬奇"
265,谭付清,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"治疗,肾镜,独到,泌尿系,疾病,微创,肾结石,经皮"
266,谢立平,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"前列腺,剜,肿瘤,汽化,诊治,国际,精准,首创"
267,万群,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"男科,常见疾病,泌尿,诊治"
268,潘昊,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"泌尿系统,微创,诊断,疾病,治疗,擅长,肿瘤"
269,陈戈明,男,副主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"泌尿系统,手术,pcnl,肾癌,肾镜,前列腺癌,经皮,腹腔镜"
270,罗金旦,男,副主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"泌尿系,疾病,肿瘤,前列腺,结石,擅长,诊治"
271,林奕伟,男,副主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"个体化,手术,微创,泌尿系,结石,治疗,泌尿外科,擅长"
272,蒋鹏,男,副主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"肿瘤,尿路,结石,前列腺,膀胱"
273,方家杰,男,副主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"泌尿,系,生殖,障碍,微创,男性,肿瘤,不育"
274,梁臻,男,副主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"泌尿系,微创,肿瘤,疾病,前列腺,擅长,治疗"
275,毛祺琦,男,副主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"肿瘤,盆底,诊治,尿道,泌尿系,修复"
276,杨凯,男,副主任医师,浙江大学医学院附属第一医院,外科,泌尿外科,"微创,泌尿系,治疗,肾镜,腹腔镜,肿瘤,前列腺,结石"
277,孙冠浩,男,副主任医师,浙江大学医学院附属第一医院,外科,泌尿外科、男科,"包皮,肿瘤,血精,结石,疾患,障碍,性功能,不育"
278,陈昭典,男,主任医师,浙江大学医学院附属第一医院,外科,泌尿外科、男科,"系,疾病,性功能,生殖,男,障碍,发病,泌尿"
279,方丹波,男,主任医师,浙江大学医学院附属第一医院,外科,男科,"疾病,男性,泌尿外科,障碍,男科,性功能,手术,阴茎"
280,朱选文,男,主任医师,浙江大学医学院附属第一医院,外科,男科,"男性,不育症,畸形,外生殖器,矫正,诊疗,功能障碍"
281,金晓东,男,主任医师,浙江大学医学院附属第一医院,外科,男科,"疾病,治疗,泌尿,生殖,系,肿瘤,男性,不孕"
282,郑杰胜,男,主任医师,浙江大学医学院附属第一医院,外科,神经外科,"脑血管病,脑膜瘤"
283,李谷,男,主任医师,浙江大学医学院附属第一医院,外科,神经外科,"脑出血,患者,手术,诊治,脑肿瘤,缺损,重症,微创"
284,黄红光,男,主任医师,浙江大学医学院附属第一医院,外科,神经外科,"理,胶质瘤,听神经,神经病,治疗,瘤,脑膜瘤,综合"
285,郑秀珏,男,主任医师,浙江大学医学院附属第一医院,外科,神经外科,外科
286,杨小锋,男,主任医师,浙江大学医学院附属第一医院,外科,神经外科,"损伤,颅脑,诊治"
287,马跃辉,男,主任医师,浙江大学医学院附属第一医院,外科,神经外科,"脑脊髓,肿瘤"
288,潘剑威,男,主任医师,浙江大学医学院附属第一医院,外科,神经外科,"脑血管,脑,动静脉,介入,外科,病,手术,疾病"
289,周永庆,男,主任医师,浙江大学医学院附属第一医院,外科,神经外科,"颅脑,肿瘤"
290,詹仁雅,男,主任医师,浙江大学医学院附属第一医院,外科,神经外科,"脑血管,疾病"
291,童鹰,男,主任医师,浙江大学医学院附属第一医院,外科,神经外科,"脑血管,疾病"
292,温良,男,副主任医师,浙江大学医学院附属第一医院,外科,神经外科,"神经,手术,颅脑,减压,创伤,神经外科,疾病,并发症"
293,黄欣,男,副主任医师,浙江大学医学院附属第一医院,外科,神经外科,"治疗,外伤,脑血管病,脑肿瘤,神经外科,疾病,手术,颅脑"
